#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520525736400115746,-0.0655735440,-0.0449155660,0.8198616354,0.9939039054,-0.1022270747,0.0303847955,0.0279538221
1520525736408448746,-0.0674812860,-0.0447106518,0.8200178132,0.9939591446,-0.1019220155,0.0308819176,0.0265222308
1520525736416782746,-0.0693380800,-0.0446092760,0.8201868942,0.9939421713,-0.1022436776,0.0311711082,0.0255646749
1520525736425115746,-0.0712005406,-0.0444146932,0.8202735654,0.9940004920,-0.1018538782,0.0317135866,0.0241465892
1520525736433448746,-0.0730411969,-0.0443017129,0.8204355542,0.9940268061,-0.1017911167,0.0321198559,0.0227506505
1520525736441781746,-0.0750481519,-0.0440250624,0.8205129535,0.9941109965,-0.1011112532,0.0327089314,0.0212124231
1520525736450115746,-0.0768829853,-0.0438810372,0.8205534589,0.9941534064,-0.1008378373,0.0330081254,0.0200299492
1520525736458448746,-0.0787344197,-0.0437502739,0.8206690812,0.9941496982,-0.1009992143,0.0333918755,0.0187221501
1520525736466781746,-0.0806140799,-0.0435131953,0.8206990300,0.9941886798,-0.1006889246,0.0338914069,0.0173776280
1520525736475115746,-0.0824905600,-0.0432554850,0.8207493711,0.9941958711,-0.1007074852,0.0342562658,0.0160959779
1520525736483448746,-0.0843454012,-0.0431116674,0.8207678016,0.9942154052,-0.1005377546,0.0346902267,0.0149825298
1520525736491781746,-0.0862064886,-0.0429225360,0.8207880483,0.9942319318,-0.1004011893,0.0351212104,0.0137465497
1520525736500115746,-0.0880743526,-0.0427638649,0.8207724217,0.9942524468,-0.1001807379,0.0356910687,0.0123304255
1520525736508448746,-0.0899115525,-0.0425335144,0.8206946024,0.9942932311,-0.0997644555,0.0361451385,0.0110251079
1520525736516782746,-0.0917610467,-0.0423543571,0.8206300831,0.9943153212,-0.0994520199,0.0367272940,0.0098713566
1520525736525115746,-0.0936738244,-0.0420768165,0.8205586309,0.9942987838,-0.0995007389,0.0373595615,0.0085903851
1520525736533448746,-0.0954911534,-0.0418379800,0.8204318910,0.9943334181,-0.0991004579,0.0377688616,0.0073257029
1520525736541782746,-0.0973060359,-0.0417489245,0.8203678232,0.9943022451,-0.0993402814,0.0381516463,0.0062454564
1520525736550115746,-0.0991543769,-0.0415613251,0.8201602495,0.9943586035,-0.0986015300,0.0387615817,0.0051230595
1520525736558448746,-0.1010040995,-0.0413234251,0.8199923708,0.9943564574,-0.0984931155,0.0392328463,0.0038891754
1520525736566781746,-0.1028693134,-0.0410721017,0.8198751720,0.9943593691,-0.0983367812,0.0396597639,0.0025348780
1520525736575115746,-0.1047762440,-0.0407840419,0.8195196179,0.9944208349,-0.0974342490,0.0404011691,0.0012311944
1520525736583448746,-0.1065823378,-0.0406789734,0.8193944232,0.9944083336,-0.0974751323,0.0406282495,0.0001000424
1520525736591781746,-0.1084519364,-0.0403512571,0.8191527467,0.9944227029,-0.0971634850,0.0409938994,-0.0014984245
1520525736600115746,-0.1103553985,-0.0401290601,0.8188782890,0.9944432843,-0.0965241236,0.0419234531,-0.0028411291
1520525736608448746,-0.1122269691,-0.0398870165,0.8186162152,0.9944825454,-0.0958762683,0.0423388283,-0.0044307730
1520525736616781746,-0.1140257535,-0.0397954002,0.8183467337,0.9944546827,-0.0958625358,0.0429522036,-0.0050365093
1520525736625115746,-0.1158415490,-0.0395295844,0.8180741040,0.9944713436,-0.0954542187,0.0433080269,-0.0062971192
1520525736633448746,-0.1177581863,-0.0390541791,0.8175471385,0.9945836806,-0.0940063421,0.0435881187,-0.0081354723
1520525736641782746,-0.1195319036,-0.0389848846,0.8173744973,0.9945402051,-0.0941523257,0.0441309091,-0.0088081125
1520525736650115746,-0.1214824965,-0.0385343161,0.8168444101,0.9946329787,-0.0928227444,0.0443820488,-0.0109274690
1520525736658448746,-0.1232487771,-0.0385266968,0.8166161374,0.9946002272,-0.0928005592,0.0449864736,-0.0116043762
1520525736666782746,-0.1250912871,-0.0382224023,0.8162010424,0.9946266042,-0.0921786394,0.0453915850,-0.0126736220
1520525736675115746,-0.1269337884,-0.0379692820,0.8157469459,0.9946612717,-0.0912961954,0.0460475353,-0.0139134412
1520525736683448746,-0.1287363383,-0.0374107817,0.8150206826,0.9948015168,-0.0896234004,0.0457399148,-0.0156667938
1520525736691781746,-0.1306889282,-0.0371838517,0.8146991198,0.9947781488,-0.0892554296,0.0464063688,-0.0172148715
1520525736700115746,-0.1324480177,-0.0368635566,0.8141307670,0.9948337636,-0.0883734989,0.0464938782,-0.0182818691
1520525736708448746,-0.1342589947,-0.0366985734,0.8138848686,0.9947956734,-0.0883325560,0.0469385468,-0.0193829963
1520525736716781746,-0.1362232401,-0.0363745739,0.8133421128,0.9948004214,-0.0874342326,0.0479407737,-0.0207137318
1520525736725115746,-0.1379917149,-0.0361184250,0.8128637103,0.9948015884,-0.0869646887,0.0482076233,-0.0219765254
1520525736733448746,-0.1398297789,-0.0357867497,0.8124267661,0.9947995364,-0.0862719109,0.0488112919,-0.0234200254
1520525736741781746,-0.1415751844,-0.0356761779,0.8119431198,0.9947648926,-0.0862258318,0.0492313989,-0.0241698925
1520525736750115746,-0.1433426079,-0.0354008915,0.8114525111,0.9947551612,-0.0857534312,0.0498680507,-0.0249338275
1520525736758448746,-0.1451525406,-0.0350910028,0.8108915140,0.9947685838,-0.0849200587,0.0503622306,-0.0262239227
1520525736766782746,-0.1469147987,-0.0348524943,0.8103430316,0.9947626798,-0.0842292187,0.0510627729,-0.0272991359
1520525736775115746,-0.1485836991,-0.0345620558,0.8098281892,0.9947440825,-0.0838555216,0.0514971345,-0.0282932313
1520525736783448746,-0.1504046628,-0.0342550874,0.8092128478,0.9947246090,-0.0832664648,0.0521399926,-0.0295138837
1520525736791782746,-0.1522593017,-0.0339746916,0.8085800723,0.9947017378,-0.0823657312,0.0532516807,-0.0307993136
1520525736800115746,-0.1540166446,-0.0336534663,0.8080182826,0.9946691030,-0.0818654541,0.0538395209,-0.0321361010
1520525736808448746,-0.1557420012,-0.0334591477,0.8074108695,0.9946578131,-0.0813593991,0.0541100749,-0.0332953868
1520525736816781746,-0.1575296262,-0.0331179747,0.8067565302,0.9946684096,-0.0803513527,0.0546907948,-0.0344576860
1520525736825115746,-0.1592314578,-0.0328541559,0.8060386860,0.9946673949,-0.0794945933,0.0552738553,-0.0355272300
1520525736833448746,-0.1609974536,-0.0325881823,0.8053152842,0.9946890951,-0.0782660830,0.0557482584,-0.0368802932
1520525736841781746,-0.1627630931,-0.0323123182,0.8046614374,0.9946906524,-0.0773320228,0.0561284226,-0.0382081717
1520525736850115746,-0.1643463079,-0.0320902031,0.8039818591,0.9946877223,-0.0768362894,0.0566757855,-0.0384756426
1520525736858448746,-0.1661556212,-0.0316824709,0.8032066013,0.9946901296,-0.0757121322,0.0569305448,-0.0402260150
1520525736866781746,-0.1678136390,-0.0315409644,0.8025606326,0.9946799902,-0.0751973323,0.0570433432,-0.0412690609
1520525736875115746,-0.1695325032,-0.0312377265,0.8018041433,0.9946680488,-0.0743539065,0.0574331821,-0.0425252736
1520525736883448746,-0.1712772026,-0.0307946963,0.8009912563,0.9946927110,-0.0728800177,0.0580590349,-0.0436355598
1520525736891782746,-0.1729526805,-0.0305399760,0.8002955308,0.9946690246,-0.0722101514,0.0583366803,-0.0449005273
1520525736900115746,-0.1746134617,-0.0301511295,0.7995510569,0.9946557221,-0.0712823050,0.0590495396,-0.0457381604
1520525736908448746,-0.1762341840,-0.0297496083,0.7987787526,0.9946524755,-0.0701166678,0.0595146335,-0.0469905768
1520525736916782746,-0.1779747944,-0.0293934681,0.7980381329,0.9946072165,-0.0695751415,0.0600317460,-0.0480829917
1520525736925115746,-0.1795692779,-0.0290225807,0.7972829369,0.9945875774,-0.0686798874,0.0607417969,-0.0488779906
1520525736933448746,-0.1811844060,-0.0286076311,0.7964731514,0.9945819879,-0.0678423681,0.0612392799,-0.0495361780
1520525736941781746,-0.1828074302,-0.0281838464,0.7956679393,0.9945727295,-0.0667701263,0.0615898617,-0.0507299207
1520525736950115746,-0.1843925885,-0.0278611969,0.7948487430,0.9945746799,-0.0657543237,0.0620183640,-0.0514907520
1520525736958448746,-0.1860321565,-0.0274048375,0.7939879853,0.9945465055,-0.0646957196,0.0625970483,-0.0526623378
1520525736966781746,-0.1876600018,-0.0270322013,0.7930802915,0.9945363085,-0.0635925842,0.0630177269,-0.0536868733
1520525736975115746,-0.1891683693,-0.0266726376,0.7922369623,0.9945458665,-0.0629106920,0.0631362266,-0.0541717744
1520525736983448746,-0.1907469004,-0.0262858094,0.7913448735,0.9945211365,-0.0619756030,0.0636597657,-0.0550832819
1520525736991781746,-0.1923565713,-0.0259074928,0.7904411599,0.9944953051,-0.0609636184,0.0639081236,-0.0563762101
1520525737000115746,-0.1939500473,-0.0253773003,0.7894485412,0.9944682214,-0.0598288989,0.0645662155,-0.0573119825
1520525737008448746,-0.1955092172,-0.0249859311,0.7884958147,0.9944477865,-0.0588526045,0.0649389630,-0.0582486218
1520525737016782746,-0.1970186413,-0.0246601331,0.7875144693,0.9944525756,-0.0576446738,0.0651994663,-0.0590778812
1520525737025115746,-0.1985812910,-0.0242370513,0.7864516015,0.9944530743,-0.0561514088,0.0657080017,-0.0599379748
1520525737033448746,-0.2001513551,-0.0238156023,0.7854933848,0.9944056737,-0.0554559153,0.0658920240,-0.0611574913
1520525737041782746,-0.2016816680,-0.0234052754,0.7844840946,0.9944019308,-0.0541269374,0.0661248761,-0.0621496212
1520525737050115746,-0.2032715425,-0.0228766445,0.7834206702,0.9943758404,-0.0527719071,0.0664062550,-0.0634194222
1520525737058448746,-0.2046794122,-0.0226016828,0.7824460693,0.9943810930,-0.0517417604,0.0664979790,-0.0640862774
1520525737066781746,-0.2063055677,-0.0221127998,0.7812748275,0.9943554202,-0.0504803755,0.0669666189,-0.0649961696
1520525737075115746,-0.2078129685,-0.0217609386,0.7801868670,0.9943629805,-0.0490920242,0.0670142216,-0.0658887714
1520525737083448746,-0.2093935569,-0.0212374034,0.7790369436,0.9943473054,-0.0477086141,0.0672551665,-0.0668884661
1520525737091781746,-0.2108781906,-0.0208382554,0.7779541743,0.9943471132,-0.0466447001,0.0671324699,-0.0677592946
1520525737100115746,-0.2123206260,-0.0204678796,0.7769416441,0.9943278217,-0.0453722146,0.0672961991,-0.0687369382
1520525737108448746,-0.2138422893,-0.0199198373,0.7758370799,0.9943038166,-0.0444908086,0.0670261059,-0.0699141575
1520525737116781746,-0.2153371168,-0.0194310188,0.7746966036,0.9942769690,-0.0429723400,0.0674489585,-0.0708330771
1520525737125115746,-0.2168020557,-0.0190009296,0.7736793925,0.9942588581,-0.0417584938,0.0674100601,-0.0718431284
1520525737133448746,-0.2182637207,-0.0184948629,0.7726126098,0.9942210929,-0.0408480675,0.0674873928,-0.0728100660
1520525737141782746,-0.2197318957,-0.0180470120,0.7715563225,0.9941788958,-0.0399229783,0.0675927843,-0.0737949494
1520525737150115746,-0.2211332751,-0.0174269416,0.7704657614,0.9941818677,-0.0386287878,0.0674000916,-0.0746154032
1520525737158448746,-0.2225545808,-0.0168830357,0.7694402171,0.9941392731,-0.0376815882,0.0672304898,-0.0758107173
1520525737166782746,-0.2239873169,-0.0164516924,0.7684207120,0.9941135348,-0.0368520983,0.0669390409,-0.0768073407
1520525737175115746,-0.2253914160,-0.0160606389,0.7674296237,0.9940824853,-0.0361748554,0.0670700600,-0.0774144640
1520525737183448746,-0.2267500030,-0.0155307873,0.7663583233,0.9940525282,-0.0350051187,0.0668778820,-0.0784956160
1520525737191781746,-0.2279402267,-0.0150509568,0.7652607082,0.9940969126,-0.0337565454,0.0662423963,-0.0790175224
1520525737200115746,-0.2294194559,-0.0145536051,0.7642509925,0.9940419539,-0.0332680492,0.0660486682,-0.0800712443
1520525737208448746,-0.2307691249,-0.0139975940,0.7631950762,0.9940394965,-0.0317944458,0.0660785678,-0.0806735122
1520525737216781746,-0.2322023153,-0.0134570093,0.7620340335,0.9940172970,-0.0306197285,0.0657303640,-0.0816796474
1520525737225115746,-0.2335912860,-0.0129195009,0.7610071899,0.9939567104,-0.0298450874,0.0658183482,-0.0826273178
1520525737233448746,-0.2350055557,-0.0123157917,0.7599559645,0.9939015331,-0.0287338834,0.0656882752,-0.0837804091
1520525737241781746,-0.2361996195,-0.0119249711,0.7590066256,0.9938873869,-0.0281280964,0.0658676304,-0.0840126629
1520525737250115746,-0.2376318567,-0.0113084423,0.7579603731,0.9938345114,-0.0271559062,0.0659846457,-0.0848619303
1520525737258448746,-0.2389066422,-0.0107614394,0.7568601784,0.9938086128,-0.0259646850,0.0661213175,-0.0854297823
1520525737266782746,-0.2402368223,-0.0102023920,0.7558166327,0.9937476183,-0.0249346325,0.0662609861,-0.0863331746
1520525737275115746,-0.2415531808,-0.0096371908,0.7547022397,0.9936885971,-0.0238232006,0.0667979725,-0.0869106326
1520525737283448746,-0.2429347466,-0.0091466211,0.7537282855,0.9936222713,-0.0232304637,0.0667592537,-0.0878540239
1520525737291782746,-0.2441214941,-0.0084302132,0.7524533983,0.9936249230,-0.0214570714,0.0668295836,-0.0882208212
1520525737300115746,-0.2453642248,-0.0078450645,0.7513963123,0.9935680244,-0.0205248645,0.0669813434,-0.0889652208
1520525737308448746,-0.2466597982,-0.0071709928,0.7501284909,0.9935348477,-0.0184687179,0.0672116899,-0.0896102757
1520525737316781746,-0.2479116920,-0.0064919600,0.7489767956,0.9934530078,-0.0168729375,0.0676349519,-0.0905093282
1520525737325115746,-0.2491941370,-0.0059587954,0.7480029684,0.9933812775,-0.0159926983,0.0682231092,-0.0910136172
1520525737333448746,-0.2503755317,-0.0053397683,0.7468479800,0.9933336913,-0.0144291783,0.0685787123,-0.0915256067
1520525737341781746,-0.2514831096,-0.0048134392,0.7457392452,0.9932900833,-0.0133415656,0.0686499728,-0.0921086008
1520525737350115746,-0.2525856409,-0.0039959243,0.7443937916,0.9932552064,-0.0112620622,0.0685596067,-0.0928269428
1520525737358448746,-0.2538185165,-0.0035040040,0.7433611014,0.9931935449,-0.0103128073,0.0693460292,-0.0930126690
1520525737366781746,-0.2548765540,-0.0029594212,0.7422167482,0.9931564694,-0.0091609886,0.0694075847,-0.0934820340
1520525737375115746,-0.2560755587,-0.0022218199,0.7409310440,0.9930536243,-0.0072334913,0.0702031629,-0.0941471814
1520525737383448746,-0.2571295386,-0.0016556765,0.7397453706,0.9930050696,-0.0060408225,0.0705033252,-0.0945183647
1520525737391782746,-0.2581961508,-0.0009562985,0.7384944764,0.9929475167,-0.0044709603,0.0707080464,-0.0950558352
1520525737400115746,-0.2592701732,-0.0003063088,0.7373186478,0.9928686581,-0.0033575700,0.0710580387,-0.0956624771
1520525737408448746,-0.2602563682,0.0003134988,0.7361149368,0.9928178698,-0.0024076009,0.0713412455,-0.0960068100
1520525737416782746,-0.2612322051,0.0009776695,0.7348666715,0.9927233466,-0.0003532149,0.0716005927,-0.0968172895
1520525737425115746,-0.2622012250,0.0015986404,0.7336082206,0.9926678894,0.0007870924,0.0718050572,-0.0972310427
1520525737433448746,-0.2631051676,0.0021647345,0.7323507134,0.9926270532,0.0022669600,0.0720502297,-0.0974431041
1520525737441781746,-0.2639907972,0.0028109560,0.7311126292,0.9925511801,0.0036829410,0.0723027333,-0.0979842111
1520525737450115746,-0.2648729632,0.0033906794,0.7299374077,0.9924965846,0.0045213908,0.0724199380,-0.0984146283
1520525737458448746,-0.2657501360,0.0040195413,0.7286879534,0.9924300952,0.0056362459,0.0726931417,-0.0988253306
1520525737466781746,-0.2666207192,0.0047327377,0.7274153591,0.9923382564,0.0070876966,0.0728634380,-0.0995262215
1520525737475115746,-0.2673925744,0.0052961212,0.7262385273,0.9922500653,0.0081663268,0.0730228302,-0.1002037191
1520525737483448746,-0.2681800199,0.0060037223,0.7250423185,0.9921662128,0.0089039814,0.0728089060,-0.1011226410
1520525737491781746,-0.2689325227,0.0065777917,0.7237708067,0.9920937972,0.0103814018,0.0730775725,-0.1014977459
1520525737500115746,-0.2697544458,0.0073165210,0.7225281066,0.9920258791,0.0113380851,0.0727240449,-0.1023099034
1520525737508448746,-0.2703939203,0.0078537912,0.7213571134,0.9920041898,0.0122515524,0.0725359281,-0.1025481647
1520525737516782746,-0.2710524677,0.0084244154,0.7201949931,0.9918951637,0.0130284634,0.0726876169,-0.1033961010
1520525737525115746,-0.2716705144,0.0090527134,0.7189214990,0.9918635813,0.0142796519,0.0725771182,-0.1036112427
1520525737533448746,-0.2722331149,0.0096205412,0.7177339067,0.9918286313,0.0152611785,0.0722351440,-0.1040439645
1520525737541782746,-0.2727057587,0.0100445682,0.7165822353,0.9918683923,0.0161081025,0.0721065855,-0.1036255847
1520525737550115746,-0.2732101756,0.0105915723,0.7153578985,0.9918252776,0.0173355640,0.0720459148,-0.1038820634
1520525737558448746,-0.2736637662,0.0111157116,0.7142062287,0.9918058785,0.0181523015,0.0717420573,-0.1041377475
1520525737566781746,-0.2740788740,0.0117076847,0.7130750884,0.9917488949,0.0187427204,0.0715736400,-0.1046902765
1520525737575115746,-0.2745348469,0.0123041674,0.7118098775,0.9917380312,0.0198994679,0.0712265973,-0.1048163176
1520525737583448746,-0.2748255603,0.0127990541,0.7106465023,0.9917523305,0.0210590322,0.0711459511,-0.1045087833
1520525737591781746,-0.2752228764,0.0134192576,0.7094411675,0.9917052972,0.0219514959,0.0709017787,-0.1049365192
1520525737600115746,-0.2755062026,0.0140334755,0.7082390327,0.9916429145,0.0229630632,0.0703100003,-0.1057049278
1520525737608448746,-0.2757227060,0.0145192427,0.7070564352,0.9916572230,0.0240254784,0.0699314038,-0.1055856396
1520525737616781746,-0.2759220018,0.0150595655,0.7058660268,0.9916578869,0.0250673320,0.0696162898,-0.1055454238
1520525737625115746,-0.2760469730,0.0155410185,0.7046899881,0.9916607537,0.0260338960,0.0692983548,-0.1054937151
1520525737633448746,-0.2761817419,0.0160539936,0.7035036582,0.9916806877,0.0270238766,0.0690881508,-0.1051948245
1520525737641782746,-0.2762412725,0.0164490401,0.7023977074,0.9917038798,0.0278942322,0.0686803046,-0.1050159150
1520525737650115746,-0.2763610197,0.0170363301,0.7011890769,0.9917162072,0.0287789792,0.0682893937,-0.1049156492
1520525737658448746,-0.2763183465,0.0174962982,0.7000044392,0.9917318934,0.0298764767,0.0679594502,-0.1046745473
1520525737666782746,-0.2762656348,0.0178538188,0.6989048660,0.9918123055,0.0304015522,0.0674475060,-0.1040909710
1520525737675115746,-0.2762603324,0.0182588819,0.6976412005,0.9918378594,0.0315609889,0.0671858581,-0.1036707530
1520525737683448746,-0.2761726493,0.0187282743,0.6965393918,0.9917885686,0.0322826124,0.0669317575,-0.1040836585
1520525737691781746,-0.2760112358,0.0191035026,0.6953566813,0.9918374985,0.0329664256,0.0664788203,-0.1036926125
1520525737700115746,-0.2759818690,0.0195778900,0.6941031285,0.9918090134,0.0340105518,0.0662165263,-0.1037956402
1520525737708448746,-0.2758452979,0.0199609571,0.6928843535,0.9918094355,0.0349866201,0.0659604922,-0.1036300801
1520525737716781746,-0.2755456195,0.0202716165,0.6917606567,0.9918440545,0.0357921547,0.0656498383,-0.1032201143
1520525737725115746,-0.2753360800,0.0206571282,0.6905544711,0.9918507957,0.0368539481,0.0651743227,-0.1030829434
1520525737733448746,-0.2751643735,0.0210489593,0.6894041687,0.9918491096,0.0375168168,0.0651259595,-0.1028904355
1520525737741781746,-0.2748841025,0.0214139134,0.6881347872,0.9918749726,0.0384546511,0.0647396958,-0.1025380433
1520525737750115746,-0.2746029512,0.0217675738,0.6869583603,0.9918601043,0.0395505944,0.0647039270,-0.1022872709
1520525737758448746,-0.2744477339,0.0222131735,0.6857271233,0.9918504113,0.0404643663,0.0644918717,-0.1021576975
1520525737766782746,-0.2740522987,0.0225598369,0.6844349229,0.9918644108,0.0416558641,0.0639689510,-0.1018712559
1520525737775115746,-0.2737386625,0.0228242017,0.6831576170,0.9918756963,0.0426192426,0.0638744977,-0.1014211602
1520525737783448746,-0.2733962604,0.0231579687,0.6819160413,0.9918576210,0.0437044874,0.0636739400,-0.1012620696
1520525737791782746,-0.2730300313,0.0235504643,0.6806609979,0.9918548432,0.0447787027,0.0631232210,-0.1011647017
1520525737800115746,-0.2726876495,0.0239279784,0.6792952984,0.9918474316,0.0461929215,0.0629729170,-0.1006940823
1520525737808448746,-0.2722769871,0.0242274779,0.6779480173,0.9918283475,0.0476845853,0.0628658693,-0.1002526407
1520525737816781746,-0.2717073690,0.0247557497,0.6764354101,0.9918262900,0.0492969905,0.0609742534,-0.1006606062
1520525737825115746,-0.2712499854,0.0251099055,0.6750283902,0.9917849549,0.0510683577,0.0608723059,-0.1002456411
1520525737833448746,-0.2708876705,0.0252561317,0.6738436326,0.9918365577,0.0513247894,0.0608185170,-0.0996349179
1520525737841781746,-0.2702769612,0.0258437164,0.6722575681,0.9917574289,0.0537275560,0.0596856256,-0.0998407639
1520525737850115746,-0.2699241132,0.0259627310,0.6710386678,0.9918115171,0.0539414193,0.0599011439,-0.0990559984
1520525737858448746,-0.2692978644,0.0262984013,0.6695262075,0.9918043411,0.0554028430,0.0590166139,-0.0988519765
1520525737866781746,-0.2686305014,0.0267448376,0.6680074828,0.9917669777,0.0573783652,0.0580646874,-0.0986634540
1520525737875115746,-0.2680727615,0.0272655891,0.6663478075,0.9916848486,0.0597931289,0.0574631970,-0.0984069299
1520525737883448746,-0.2675055234,0.0272884109,0.6650676141,0.9917778992,0.0599504618,0.0571619664,-0.0975451199
1520525737891782746,-0.2668427645,0.0275822566,0.6636430040,0.9918087891,0.0610789886,0.0565384005,-0.0968921681
1520525737900115746,-0.2662098597,0.0278988939,0.6621750168,0.9917840574,0.0626801222,0.0562702006,-0.0962769454
1520525737908448746,-0.2655186973,0.0282324418,0.6607197816,0.9917823341,0.0640575316,0.0555610981,-0.0957987412
1520525737916782746,-0.2648591187,0.0285985414,0.6592667589,0.9917959201,0.0652222858,0.0547366537,-0.0953457129
1520525737925115746,-0.2640517727,0.0288197068,0.6579563705,0.9918490801,0.0661660420,0.0543931649,-0.0943336671
1520525737933448746,-0.2633322112,0.0291699743,0.6565997191,0.9918160241,0.0675615549,0.0537042902,-0.0940864488
1520525737941781746,-0.2626133653,0.0295258122,0.6552995484,0.9918589337,0.0681056705,0.0529440191,-0.0936717890
1520525737950115746,-0.2618276521,0.0298019696,0.6540341783,0.9918833065,0.0691160257,0.0524053351,-0.0929739868
1520525737958448746,-0.2610026299,0.0301075103,0.6528597347,0.9919046508,0.0699653837,0.0518485484,-0.0924215174
1520525737966781746,-0.2601431949,0.0303415532,0.6517899092,0.9919637067,0.0705218820,0.0513727331,-0.0916270209
1520525737975115746,-0.2593317647,0.0306628372,0.6506985291,0.9920252239,0.0710384102,0.0506844735,-0.0909427494
1520525737983448746,-0.2584545385,0.0309388467,0.6496499306,0.9921079821,0.0712645762,0.0498090227,-0.0903447465
1520525737991781746,-0.2575738872,0.0312637303,0.6486362524,0.9921733918,0.0719145128,0.0489789114,-0.0895618761
1520525738000115746,-0.2566703245,0.0315416218,0.6476716166,0.9922324256,0.0725330976,0.0483877048,-0.0887265088
1520525738008448746,-0.2557022181,0.0317642262,0.6468393052,0.9923467589,0.0726007070,0.0475271855,-0.0878533673
1520525738016782746,-0.2547131863,0.0320404686,0.6460322814,0.9924536994,0.0727529571,0.0462615478,-0.0871924937
1520525738025115746,-0.2537486720,0.0323449191,0.6451238139,0.9925322963,0.0733961994,0.0454094263,-0.0862010603
1520525738033448746,-0.2527179976,0.0325688033,0.6443913072,0.9926732471,0.0732193381,0.0442222543,-0.0853413450
1520525738041782746,-0.2516846312,0.0327858302,0.6436756252,0.9928075372,0.0732136965,0.0429519133,-0.0844279682
1520525738050115746,-0.2506279096,0.0329735651,0.6429528232,0.9929100035,0.0735190687,0.0420589272,-0.0834009476
1520525738058448746,-0.2495486403,0.0330999299,0.6423200925,0.9930489608,0.0735468810,0.0409686322,-0.0822568477
1520525738066781746,-0.2484338289,0.0332836924,0.6417416616,0.9931319057,0.0736180093,0.0398912261,-0.0817196217
1520525738075115746,-0.2473553648,0.0334812283,0.6410523472,0.9932139770,0.0737705901,0.0388414391,-0.0810878444
1520525738083448746,-0.2461816015,0.0335327128,0.6405545336,0.9933271701,0.0736773141,0.0378797016,-0.0802366173
1520525738091781746,-0.2450237784,0.0335975391,0.6400095884,0.9934382294,0.0736890366,0.0370562717,-0.0792290537
1520525738100115746,-0.2437746550,0.0335439392,0.6394744391,0.9935845144,0.0738991379,0.0361156910,-0.0776169247
1520525738108448746,-0.2426168358,0.0336652948,0.6390567979,0.9936168216,0.0741376140,0.0355536326,-0.0772344826
1520525738116781746,-0.2413515040,0.0336521911,0.6386123629,0.9936876092,0.0745009440,0.0343998575,-0.0764931002
1520525738125115746,-0.2401188069,0.0335954572,0.6382120871,0.9937889917,0.0743963202,0.0334211369,-0.0757076958
1520525738133448746,-0.2388836262,0.0335697357,0.6377899355,0.9938443221,0.0748897298,0.0324717442,-0.0749037898
1520525738141782746,-0.2375699453,0.0334305726,0.6373977829,0.9939386554,0.0751952660,0.0315713966,-0.0737215582
1520525738150115746,-0.2362359655,0.0332618732,0.6370628204,0.9940037757,0.0755106162,0.0308967028,-0.0728013364
1520525738158448746,-0.2349001909,0.0331465964,0.6367242236,0.9940697922,0.0759049808,0.0303285064,-0.0717207352
1520525738166782746,-0.2336565868,0.0330147629,0.6363101053,0.9941194506,0.0762097455,0.0292206893,-0.0711670151
1520525738175115746,-0.2322866124,0.0327264376,0.6359903561,0.9941860183,0.0764434441,0.0284351993,-0.0702993619
1520525738183448746,-0.2308034232,0.0322327649,0.6356671477,0.9943373530,0.0765364387,0.0276055851,-0.0683617844
1520525738191781746,-0.2293972707,0.0318630238,0.6354130141,0.9943963897,0.0768809408,0.0272991126,-0.0672301983
1520525738200115746,-0.2279909192,0.0314773566,0.6351418948,0.9944650606,0.0771853136,0.0265751398,-0.0661470525
1520525738208448746,-0.2265366725,0.0310314617,0.6349258611,0.9945494298,0.0772277963,0.0256090871,-0.0652033269
1520525738216781746,-0.2250492408,0.0304830567,0.6347762818,0.9946711283,0.0768523172,0.0248284112,-0.0640828977
1520525738225115746,-0.2236155159,0.0300910079,0.6345837858,0.9947195617,0.0772586997,0.0242112333,-0.0630706203
1520525738233448746,-0.2221135907,0.0294289489,0.6343755985,0.9948661610,0.0767603984,0.0234390703,-0.0616422978
1520525738241781746,-0.2206253477,0.0288695964,0.6342402122,0.9949327063,0.0767996972,0.0233739165,-0.0605340942
1520525738250115746,-0.2191878091,0.0282999408,0.6340554656,0.9950062580,0.0768345319,0.0231993176,-0.0593362697
1520525738258448746,-0.2176660427,0.0276817598,0.6338948420,0.9950689968,0.0769512062,0.0226567159,-0.0583341813
1520525738266782746,-0.2161377125,0.0269910393,0.6337880147,0.9952002479,0.0764551881,0.0226008285,-0.0567474515
1520525738275115746,-0.2146037248,0.0262604970,0.6336991046,0.9953003010,0.0759553705,0.0218707378,-0.0559442886
1520525738283448746,-0.2130135847,0.0255311114,0.6335807619,0.9953934490,0.0757911840,0.0215797087,-0.0546067241
1520525738291782746,-0.2114405134,0.0247821502,0.6334686332,0.9954674673,0.0757945219,0.0214381966,-0.0532927360
1520525738300115746,-0.2099391348,0.0240568101,0.6333144239,0.9955689735,0.0753922615,0.0216739465,-0.0518523479
1520525738308448746,-0.2083019399,0.0231508259,0.6332743126,0.9956685719,0.0751213615,0.0212878085,-0.0504747966
1520525738316781746,-0.2067798392,0.0223958125,0.6332019993,0.9957271305,0.0750123290,0.0212310911,-0.0494961898
1520525738325115746,-0.2052026015,0.0215839777,0.6331399007,0.9958065859,0.0749384342,0.0214081268,-0.0479078981
